p_pdb,q_pdb,execution_time
5i5l_A,5hsq_A,0.3275570869445801
1yvs_A,1b20_A,0.1594538688659668
1yvs_A,1b20_C,0.00696700066
1brs_B,1yvs_A,0.21266436576843262
1brn_L,1yvs_,0.1406998634338379
1brn_L,1yvs_A,0.00435899943
3gqi_A,7yc1_A,0.2524223327636719
3gqi_A,4uxq_A,0.0297569968
3gqi_A,7yc3_A,0.2435896396636963
3gqi_A,3gql_A,0.0347329974
3gqi_A,4j99_A,0.033702001
3gqi_A,4j95_B,0.0280670002
3gqi_A,6nvi_A,0.0297279991
3gqi_A,6p69_A,0.22666549682617188
3gqi_A,3ky2_A,0.14206671714782715
3kxx_D,5vnd_B,0.15389609336853027
3gqi_A,7wcx_A,0.16621851921081543
3gqi_A,7vjl_A,0.0305469967
3gqi_A,7v29_B,0.18608856201171875
3gqi_A,5nud_B,0.0263630021
3gqi_A,4xcu_A,0.0359150022
3gqi_A,5flf_E,0.25514721870422363
3gqi_A,6p69_B,0.16027140617370605
3gqi_A,3gql_C,0.15700817108154297
3gqi_A,6nvg_A,0.18491649627685547
3gqi_A,6nvl_B,0.0296999998
3gqi_A,5vnd_B,0.0305359997
3gqi_A,8e1x_B,0.0337430015
3gqi_A,5flf_C,0.0273710005
3gqi_A,4qqj_A,0.16820931434631348
3gqi_A,4qrc_A,0.18775153160095215
3gqi_A,4r6v_A,0.16745781898498535
3gqi_A,6nvh_A,0.23987555503845215
3gqi_A,7ybo_A,0.031864997
3gqi_A,7wct_A,0.31298065185546875
3gqi_A,7vjl_B,0.0303290039
3gqi_A,7v29_A,0.18426728248596191
3gqi_A,7f3m_A,0.2585437297821045
3gqi_A,7dtz_A,0.27229762077331543
3gqi_A,6nvj_A,0.0300140008
3gqi_A,6nvk_A,0.21875739097595215
7dhl_A,8e1x_B,0.22684097290039062
3gqi_A,4qqt_A,0.035273999
3gqi_A,7dhl_A,0.16284942626953125
3gqi_A,6pnx_B,0.152557373046875
3gqi_A,6pnx_A,0.20433330535888672
3gqi_A,5am7_A,0.1639702320098877
3gqi_A,6c1o_B,0.2218155860900879
3gqi_A,6p68_C,0.0308120027
3gqi_A,6p68_B,0.1485733985900879
3gqi_A,3gql_B,0.0314269997
3gqi_A,7ybx_A,0.14482522010803223
3gqi_A,7wcw_A,0.19162344932556152
1w33_A,4bl4_A,0.0104740001
1w33_B,4bl4_B,0.00817499869
6vbu_1,6vbv_1,0.0366760008
1w61_A,1w62_B,0.25354456901550293
2v7b_A,4eat_A,0.20237469673156738
3fzn_A,1pi3_A,0.0859710053
4gm0_A,4mpp_A,0.26515698432922363
1bfd_A,4mpp_A,0.2439720630645752
4k9k_A,3fzn_A,0.21156764030456543
1bfd_A,4gm0_A,0.30375218391418457
1pi3_A,3f6b_X,0.3029458522796631
3fzn_A,2fwn_A,0.298886775970459
3f6b_X,4mpp_A,0.28191328048706055
4gm0_A,5dgd_A,0.39197635650634766
1bfd_A,5dgd_A,0.226698995
2fwn_A,4gm0_A,0.3865973949432373
1pi3_A,4gm0_A,0.28374457359313965
1bfd_A,1pi3_A,0.33729004859924316
1pi3_A,4gg1_A,0.24291038513183594
4gg1_A,4mpp_A,0.24577808380126953
2fwn_A,3f6b_X,0.18713927268981934
2fwn_A,4gg1_A,0.29929566383361816
1pi3_A,2fwn_A,0.25477099418640137
1bfd_A,4gg1_A,0.4219050407409668
4k9k_A,4mpp_A,0.3423030376434326
3f6b_X,5dgd_A,0.5074927806854248
4k9k_A,5dgd_A,0.38774657249450684
3f6b_X,4gm0_A,0.27019834518432617
3fzn_A,5dgd_A,0.227335006
4yei_B,3du1_X,0.0116089992
6kr8_A,3p0g_A,0.0660099983
6kr8_A,3nya_A,0.0904510021
6kr8_A,3ny8_A,0.0898780078
1j6z_A,4cbx_A,0.22629427909851074
1j6z_A,3mfp_A,0.0644930005
1j6z_A,1sqk_A,0.0457479991
1nwk_A,1nmd_A,0.0516079962
1j6z_A,1t44_A,0.20920991897583008
1j6z_A,8f8p_A,0.17419791221618652
1j6z_A,1lcu_A,0.1988811492919922
1j6z_A,1yvn_A,0.3112342357635498
1j6z_A,1nlv_A,0.0525160022
1j6z_A,2oan_A,0.24190211296081543
1j6z_A,2a5x_A,0.0460439958
1hlu_A,1mdu_E,0.0444390029
1nwk_A,2zwh_A,0.0492190011
1nwk_A,1d4x_A,0.0502819978
1j6z_A,6bno_C,0.1835498809814453
1j6z_A,2hf3_A,0.21621131896972656
1j6z_A,3j8a_A,0.19897198677062988
1hlu_A,1j6z_A,0.18633389472961426
1j6z_A,8iah_A,0.21835875511169434
1j6z_A,4a7n_A,0.18927335739135742
1j6z_A,1qz6_A,0.18446087837219238
1j6z_A,8d13_A,0.22172236442565918
1j6z_A,1c0f_A,0.24458718299865723
1j6z_A,2q36_A,0.25629496574401855
1j6z_A,3sjh_A,0.1900637149810791
1j6z_A,4b1v_A,0.0498360023
1j6z_A,3u8x_A,0.17275071144104004
1hlu_A,3daw_A,0.17085528373718262
1j6z_A,1yxq_A,0.19312262535095215
1j6z_A,2a41_A,0.1757662296295166
1nwk_A,1esv_A,0.19147634506225586
1j6z_A,2ff3_B,0.1581132411956787
1nwk_A,3mfp_A,0.0501540005
1j6z_A,3mn5_A,0.0467800014
1hlu_A,1nwk_A,0.0486960001
2btf_A,1nwk_A,0.0447760001
1veo_A,1j18_A,0.22679543495178223
1g4m_A,4jqi_A,0.23044180870056152
4jqi_A,3p2d_A,0.19088292121887207
5tv1_A,3p2d_A,0.15748071670532227
1blb_D,2bb2_A,0.16379284858703613
1i7x_A,1i7w_A,0.24563288688659668
1i7x_A,1i7x_C,0.24649310111999512
1i7w_A,1i7w_C,0.103009999
3bct_A,1qz7_A,0.079764992
1jdh_A,2gl7_A,0.0935470015
1jz8_A,1jz8_D,0.6983356475830078
1jz8_A,1jz8_C,0.7878258228302002
3l6g_A,3l6h_A,0.0124210007
5van_A,5vaq_A,0.3895232677459717
5vaq_A,6nfj_A,0.18573522567749023
5van_A,6nfj_A,0.26074981689453125
4y0o_A,4y0u_A,0.23433613777160645
4jf6_A,4jf4_A,0.1432943344116211
2wf5_A,6h8y_A,0.00769999996
2wf5_A,6h8v_B,0.00864599831
6hdh_B,2wf9_A,0.0100109987
2wf5_A,6h8u_A,0.00961899757
2wf5_A,5olw_A,0.12221407890319824
2whe_A,6hdi_B,0.00869600102
6hdf_B,6h93_B,0.0094440002
6hdh_A,6hdl_A,0.0086580012
2wf5_A,5ok0_A,0.0113849994
6hdi_A,6h93_B,0.00999899767
1lvh_B,1o08_A,0.1610703468322754
2wf5_A,3fm9_A,0.00926000066
2wf5_A,6h8w_A,0.00873399898
6h93_B,2wf9_A,0.0102050006
2wf5_A,6qzg_A,0.0103819985
6hdf_B,6hdm_A,0.0142059997
6hdh_A,6h93_B,0.00938499905
2whe_A,6hdh_B,0.00938500091
6hdh_A,6hdi_B,0.00977700017
6hdf_B,2wf8_A,0.014401
6hdi_A,6hdh_B,0.0090989992
6hdf_A,2wf9_A,0.0101640001
6h93_A,6hdj_A,0.00881300122
2whe_A,5ok1_A,0.00878499821
2wf5_A,6h90_A,0.00879299827
2wf5_A,6h93_B,0.0106710009
2wf5_A,1z4n_B,0.15809965133666992
6hdf_B,6hdj_A,0.012567997
2wf5_A,1lvh_B,0.0202589985
1zol_A,1o08_A,0.00983499922
6hdf_B,6hdi_B,0.0103089977
2wf5_A,6hdi_B,0.00910800137
2wf5_A,6h8x_B,0.0159329996
6hdf_B,2wf9_A,0.00931200013
2wf5_A,1zol_A,0.00985600054
2whe_A,6ydl_A,0.00842999853
6hdf_B,6hdh_B,0.00956399925
2wfa_A,2wf5_A,0.00892199948
6hdi_A,6hdg_A,0.00903999805
6h93_A,2wf9_A,0.00867000036
6hdi_A,6hdj_A,0.00875600055
2wf5_A,1lvh_A,0.131011962890625
6hdi_A,2wf9_A,0.00984300114
2wfa_A,2wf9_A,0.0105530005
2whe_A,6hdf_A,0.009846
6h93_A,2wf5_A,0.00872500055
6h93_A,6hdm_A,0.00859300047
2wf5_A,6ydm_A,0.0127659999
2wf5_A,5ojz_A,0.00923100114
6hdh_A,2wf9_A,0.00862199999
2wf5_A,5olw_B,0.15194129943847656
6h93_A,5ok0_A,0.00842799805
6hdh_A,5ok1_A,0.00949699804
6hdh_A,2wf8_A,0.0087240003
2wf5_A,6ydl_A,0.00997999869
6h93_A,5ok1_A,0.00818200037
6hdi_A,2wf5_A,0.00874900073
2whe_A,6hdf_B,0.00889300182
2wf5_A,6h8v_A,0.00954600051
2wf5_A,6h91_A,0.1083824634552002
2whe_A,6hdh_A,0.0103449989
2whe_A,2wf9_A,0.00960800238
6h93_A,6h93_B,0.00843800046
6hdi_A,6hdl_A,0.0086879991
6hdi_A,6hdk_A,0.0109720025
6hdh_A,6hdm_A,0.00936999917
1zol_A,2wf9_A,0.0108480006
6h93_A,2wf6_A,0.00883399881
2wf5_A,6h91_B,0.10910582542419434
6hdi_A,2wf6_A,0.00874300115
6hdi_A,6hdm_A,0.00931600109
6hdh_A,2wf5_A,0.00909400173
2wf5_A,6h8x_A,0.00984700024
2wf5_A,5oly_G,0.09841585159301758
2wf5_A,5o6p_A,0.17113900184631348
2wf5_A,5ok1_A,0.00974200107
2wf5_A,6qzg_B,0.013929002
6hdi_A,2wf8_A,0.00866800174
1zol_A,1z4n_A,0.00902799889
1zol_A,1z4n_B,0.0176149979
6hdi_A,5ok1_A,0.00996899977
6hdh_A,6hdj_A,0.00918199867
2wf5_A,6hdh_B,0.0106479991
3nas_A,3nas_B,0.15432047843933105
1zol_A,2wf6_A,0.00990899839
1zol_A,6hdk_A,0.00979699939
1zol_A,6hdm_A,0.0101500023
1zol_A,2wf8_A,0.0101539996
1zol_A,5ok0_A,0.00971999951
2whe_A,6h93_B,0.00844899938
1zol_A,5ok1_A,0.00978399813
1zol_A,6hdg_A,0.00980100036
1zol_A,6hdi_B,0.0122629981
1zol_A,6hdl_A,0.0100919995
6h93_B,6hdl_A,0.0106619988
1zol_A,6ydj_A,0.00982199982
2wf5_A,2whe_A,0.00893500075
5ok1_A,6hdl_A,0.0115020014
1zol_A,1o03_A,0.0102789998
2whe_A,6hdi_A,0.0102149993
6hdf_A,6hdh_B,0.0154129993
2whe_A,6h93_A,0.00979200192
2whe_A,6ydj_A,0.00861900114
6hdf_A,6hdg_A,0.0131159984
2whe_A,6hdm_A,0.00856900029
1zol_A,6hdh_B,0.0122109987
1lvh_A,1o08_A,0.15096116065979004
1zol_A,1lvh_A,0.1246645450592041
2whe_A,5ok0_A,0.00853700191
2whe_A,2wf8_A,0.00857800245
2whe_A,6hdl_A,0.00886000134
1zol_A,6h93_B,0.0122560002
2whe_A,6hdk_A,0.00872300006
6hdh_A,6hdh_B,0.00945099816
2wf8_A,2wf9_A,0.0106979981
2whe_A,2wf6_A,0.00862800144
1zol_A,6hdf_A,0.0129489973
1z4o_B,1lvh_B,0.16895723342895508
6hdf_B,2wf5_A,0.0115949996
2whe_A,6hdg_A,0.00888800062
6hdf_A,6h93_B,0.0160019994
1zol_A,6hdf_B,0.0142479986
1zol_A,6h93_A,0.0154199973
1zol_A,6hdi_A,0.0229769982
1zol_A,6hdh_A,0.0181930009
6hdf_B,6hdk_A,0.0121040009
2whe_A,6hdj_A,0.00852500089
6h93_A,6hdk_A,0.00875799917
6h93_A,6hdi_B,0.00933900103
6hdf_B,5ok0_A,0.00876200013
6hdf_B,5ok1_A,0.0095930025
6h93_A,6hdh_B,0.00722500123
6hdf_B,6hdf_A,0.0172800012
6h93_A,6hdl_A,0.0090549998
6h93_A,2wf8_A,0.00890600123
6hdi_A,5ok0_A,0.00948100165
6hdi_A,6hdi_B,0.0113169998
6hdi_A,6hdf_A,0.0100490004
6hdh_A,6hdf_B,0.0109360013
6h93_A,6hdf_A,0.0142099988
6h93_A,6hdf_B,0.0108499993
6hdh_A,5ok0_A,0.0103550013
6hdh_A,6hdg_A,0.00913400203
6hdh_A,2wf6_A,0.00896000117
6hdh_A,6hdk_A,0.00888900086
6hdg_A,2wf9_A,0.0103850029
6hdk_A,2wf9_A,0.0121140014
6hdj_A,2wf9_A,0.0126370005
2wf5_A,1z4n_A,0.017115999
6hdi_B,2wf9_A,0.012786001
2wf6_A,2wf9_A,0.0110320002
2wf5_A,1z4o_B,0.15899276733398438
2wf5_A,6ydm_B,0.0194220021
6hdm_A,2wf9_A,0.0103209987
2wf5_A,6ydk_A,0.0105090011
6h93_A,6hdg_A,0.00871999934
5ok0_A,2wf9_A,0.0117689986
2wf5_A,2wf9_A,0.0111160018
6hdf_B,6hdg_A,0.0113659985
6hdf_B,2wf6_A,0.0131269991
6hdl_A,2wf9_A,0.0104510002
2wf5_A,6hdf_A,0.0103029981
6hdf_B,6hdl_A,0.0115639977
2wf5_A,5o6r_A,0.00935600139
5ok1_A,2wf9_A,0.0122079998
6hdh_A,6hdf_A,0.0104970001
1zol_A,1z4o_A,0.16304612159729004
2wf5_A,6h94_A,0.00919200107
1zol_A,1z4o_B,0.0180030018
6hdi_A,6hdf_B,0.0117370002
1zol_A,6hdj_A,0.00992199779
1sgz_A,2g94_A,0.16127872467041016
1sgz_A,2p4j_A,0.12546920776367188
2ohs_A,2g94_A,0.16689229011535645
2fdp_C,2ohr_A,0.18872284889221191
2h2q_A,3hbb_A,0.2767467498779297
4kf2_A,3psx_A,0.0569199994
4kf2_A,3m4v_B,0.19595646858215332
4kf2_A,3m4v_A,0.20733952522277832
4kf2_A,3kx5_B,0.1659998893737793
4kf2_A,3kx5_A,0.2663087844848633
4kf2_A,3kx4_B,0.15740060806274414
4kf2_A,3kx4_A,0.23423027992248535
4kf2_A,3hf2_B,0.15260028839111328
4kf2_A,1yqp_A,0.20749473571777344
4kf2_A,1zo4_B,0.0766099989
4kf2_A,3kx3_B,0.22226262092590332
4kf2_A,3ben_A,0.3522772789001465
4kf2_A,2x80_A,0.0723350048
4kf2_A,2x7y_A,0.28201889991760254
4kf2_A,2uwh_B,0.20698857307434082
4kf2_A,2nnb_A,0.0477700047
4kf2_A,2j4s_A,0.20358729362487793
4kf2_A,2j1m_A,0.21071982383728027
4kf2_A,2ij4_A,0.34121251106262207
4kf2_A,2ij3_B,0.16158127784729004
4kf2_A,2ij2_A,0.0811560005
4kf2_A,1zoa_A,0.26450252532958984
4kf2_A,1zo9_A,0.20266008377075195
4kf2_A,1zo4_A,0.2844984531402588
4kf2_A,3kx3_A,0.21631097793579102
4kf2_A,3hf2_A,0.068362996
4kf2_A,3ekf_A,0.2577939033508301
4kf2_A,3ekd_A,0.3744971752166748
4kf2_A,1zo9_B,0.25520849227905273
4kf2_A,1zoa_B,0.17136049270629883
4kf2_A,3ekb_A,0.24457812309265137
4kf2_A,3dgi_A,0.0212279968
4kf2_A,3cbd_A,0.24834585189819336
4kf2_A,2x80_B,0.0721769929
4kf2_A,2x7y_B,0.19651222229003906
4kf2_A,2uwh_A,0.27489447593688965
4kf2_A,1bu7_A,0.2349681854248047
4kf2_A,4o4p_A,0.0743529946
4kf2_A,2nnb_B,0.0516400002
4kf2_A,4hgh_A,0.24483370780944824
4kf2_A,4hgg_A,0.21635913848876953
4kf2_A,2j4s_B,0.2424170970916748
4kf2_A,2j1m_B,0.2576334476470947
4kf2_A,2ij4_B,0.2916831970214844
4kf2_A,2ij3_A,0.16974186897277832
4kf2_A,1bu7_B,0.20334529876708984
4kf2_A,2ij2_B,0.23855018615722656
4kf2_A,4hgf_A,0.23402857780456543
4key_A,4kf0_B,0.2575211524963379
4key_A,4hgf_B,0.26859307289123535
4key_A,4hgf_A,0.3196406364440918
4kf2_A,4kpb_B,0.1734464168548584
4kf2_A,4h24_B,0.21691608428955078
4kf2_A,3wsp_B,0.20136213302612305
4kf2_A,3qi8_B,0.22598981857299805
4kf2_A,4kf0_A,0.236358642578125
4kf2_A,3npl_B,0.21885442733764648
4kf2_A,2hpd_A,0.0730559975
4kf2_A,2bmh_B,0.19984936714172363
4kf2_A,1jpz_B,0.2770228385925293
4kf2_A,4kew_A,0.0549999997
4kf2_A,1bvy_A,0.20059537887573242
4kf2_A,5dyz_A,0.24112606048583984
4kf2_A,4rsn_B,0.1971275806427002
4kf2_A,4o4p_B,0.1819324493408203
4kf2_A,4kew_B,0.37882351875305176
4kf2_A,4hgj_B,0.3382558822631836
4kf2_A,4hgi_B,0.19719576835632324
4kf2_A,4hgh_B,0.23182058334350586
4kf2_A,1jme_A,0.0482770018
4kf2_A,4duf_B,0.1776113510131836
4kf2_A,1jme_B,0.0520859957
4kf2_A,1p0v_A,0.0517329983
4kf2_A,1p0v_B,0.19703078269958496
4kf2_A,1p0w_A,0.24428844451904297
4kf2_A,1p0w_B,0.0658060014
4key_A,4kf0_A,0.0490649976
4kf2_A,4wg2_A,0.18532633781433105
4kf2_A,1p0x_A,0.16832280158996582
4kf2_A,4kpa_A,0.0707730055
4kf2_A,1p0x_B,0.0668449998
4kf2_A,4h24_A,0.26805973052978516
4kf2_A,4h23_A,0.20227360725402832
4kf2_A,3wsp_A,0.24081659317016602
4kf2_A,1smi_A,0.265972375869751
4kf2_A,1smi_B,0.19665145874023438
4kf2_A,3npl_A,0.19240736961364746
4kf2_A,2bmh_A,0.15900444984436035
4kf2_A,1fah_B,0.20529866218566895
4kf2_A,1fag_B,0.33640575408935547
4kf2_A,1bvy_B,0.0751990005
4kf2_A,5dyz_C,0.24523043632507324
4kf2_A,5dyp_C,0.0599930026
4kf2_A,4key_A,0.0750669986
4kf2_A,4key_B,0.25815510749816895
4kf2_A,4kf2_B,0.0766520053
4kf2_A,1smj_A,0.172105073928833
4kf2_A,5e9z_A,0.17633771896362305
4kf2_A,4hgj_A,0.0738369972
4kf2_A,5e9z_B,0.2827491760253906
4kf2_A,1smj_B,0.2907576560974121
4kf2_A,1yqo_A,0.17412185668945312
4kf2_A,1yqo_B,0.0509160012
4key_A,4kf2_B,0.21705031394958496
4key_A,4hgh_B,0.26964426040649414
4key_A,4hgg_B,0.0758460015
4key_A,4hgg_A,0.2577221393585205
4kf2_A,1yqp_B,0.0515430011
4kf2_A,4hgi_A,0.0746279955
4kf2_A,4wg2_B,0.0750150084
4kf2_A,4hgg_B,0.21282434463500977
4kf2_A,4kpb_A,0.24265646934509277
4kf2_A,3ben_B,0.25810980796813965
4kf2_A,4h23_B,0.28580212593078613
4kf2_A,3qi8_A,0.18851590156555176
4kf2_A,2hpd_B,0.267045259475708
4kf2_A,3cbd_B,0.16890335083007812
4kf2_A,4hgf_B,0.25197410583496094
4kf2_A,4duf_A,0.0676949993
4kf2_A,4due_B,0.22220754623413086
4kf2_A,4due_A,0.24241113662719727
4kf2_A,4dud_B,0.2302849292755127
4kf2_A,1jpz_A,0.24396157264709473
4kf2_A,1fah_A,0.24959111213684082
4kf2_A,4dud_A,0.27706074714660645
4kf2_A,1fag_A,0.2510545253753662
4kf2_A,5e9z_C,0.24623918533325195
4kf2_A,4duc_B,0.24955153465270996
4kf2_A,5dyp_A,0.23450350761413574
4kf2_A,4rsn_A,0.26381587982177734
4kf2_A,3dgi_B,0.22742724418640137
4kf2_A,4duc_A,0.273787260055542
4kf2_A,3ekb_B,0.2169656753540039
4kf2_A,3ekd_B,0.23657941818237305
4kf2_A,5e9z_D,0.0549810007
4kf2_A,4dub_B,0.2544131278991699
4kf2_A,4dub_A,0.20199179649353027
4kf2_A,4dua_B,0.21082711219787598
4kf2_A,4dua_A,0.24344849586486816
4kf2_A,4du2_B,0.0595309958
4kf2_A,4du2_A,0.0554860011
4kf2_A,4dtz_B,0.1626725196838379
4kf2_A,4dtz_A,0.2363450527191162
4kf2_A,3ekf_B,0.16470789909362793
4kf2_A,4dty_B,0.1422262191772461
4kf2_A,4dty_A,0.1572258472442627
4kf2_A,4dtw_B,0.17530250549316406
4kf2_A,4dtw_A,0.26889824867248535
4kf2_A,3psx_B,0.0611549988
1zcz_B,1zcz_A,0.1542036533355713
3eo3_A,2yhy_A,0.024935998
5dvf_A,5dvj_A,0.047704
5dvi_A,5dvf_A,0.0503589995
1bnc_A,1dv2_B,0.0596739985
1bnc_A,1dv2_A,0.11238980293273926
2cgh_A,2cgh_B,0.2800753116607666
1bib_A,2ewn_B,0.0251399986
2ewn_A,1bib_A,0.13501644134521484
2hhj_A,2hhj_B,0.0235140007
3nfy_A,2hhj_A,0.1314713954925537
3nfy_A,1t8p_A,0.0368809998
2h4z_A,2h4z_B,0.0164289996
2h4x_A,2h4x_B,0.0232810006
2h4z_B,3nfy_B,0.0118020009
2h4x_B,3nfy_B,0.0108689982
2h4z_A,3nfy_A,0.0107380003
2h4x_A,3nfy_A,0.0107309986
3v0a_A,3v0c_A,0.22498726844787598
1jsy_A,4jqi_A,0.17107343673706055
1h8h_D,1h8h_E,0.0367910005
1e79_G,1h8e_G,0.0222499985
1h8e_A,1h8e_B,0.2143704891204834
1bmf_D,1bmf_F,0.20008039474487305
1bmf_A,1bmf_B,0.0424810015
1bmf_E,1bmf_F,0.0501129963
1h8h_A,1h8h_B,0.15771102905273438
1e1q_G,1h8e_G,0.07567715644836426
1h8h_C,1h8e_A,0.0370530039
1bmf_D,1bmf_E,0.046331998
1e1q_A,1e79_A,0.23655438423156738
1e79_A,1e79_B,0.0369649976
1bmf_D,1h8e_E,0.210557222366333
1bmf_A,1e79_A,0.0728300065
1h8h_E,1h8e_E,0.22172927856445312
1e1q_G,1e79_G,0.20912909507751465
1h8h_G,1h8e_G,0.15319275856018066
1bmf_E,1h8e_E,0.17872023582458496
1h8h_E,1h8h_F,0.0394529998
1h8h_E,1mab_B,0.16759824752807617
1bmf_E,1h8e_D,0.0498249978
1bmf_D,1h8e_F,0.2609257698059082
5uja_A,5uj9_A,0.7148840427398682
1uwh_A,1uwh_B,0.0120389983
3c4d_A,3c4d_B,0.08739638328552246
1uwh_A,3c4c_A,0.13288378715515137
3c4c_A,3c4c_B,0.21085023880004883
1wwb_X,1bwn_B,0.16235661506652832
3mxf_A,3p5o_A,0.09794116020202637
1knv_A,1knv_B,0.1762533187866211
1sdo_A,1vrr_A,0.16242384910583496
3drx_A,3dry_A,0.17263293266296387
2b39_A,2b39_B,0.959052026
4apx_A,2whv_A,0.0100179985
4apx_A,2wcp_A,0.00901499949
6jgw_A,6jgx_A,0.00585499965
1kyw_C,1kyw_F,0.0503810011
4pgh_C,4pgg_A,0.21658945083618164
3p9c_A,3p9i_C,0.1722123622894287
4pgg_A,4pgg_B,0.0348360017
1g6o_B,1nlz_B,0.09209632873535156
1nlz_A,1nlz_B,0.0386779979
1nlz_A,1nlz_F,0.0383340009
1nlz_A,1nlz_E,0.23299956321716309
1nlz_A,1nlz_D,0.2953770160675049
1nlz_A,1nlz_C,0.0268779993
1g6o_A,1nlz_A,0.0289689973
1nlz_A,1opx_A,0.0316720009
1nlz_B,1opx_A,0.12634897232055664
1nlz_A,1opx_B,0.0303590037
1nlz_A,1nly_B,0.0301490016
4icb_A,1ht9_A,0.00320299901
4icb_,1ht9_A,0.11006045341491699
2v7o_A,2vn9_A,0.25972580909729004
2fy8_A,2fy8_B,0.0210120007
2fy8_G,2fy8_H,0.0110959988
2fy8_A,2aem_A,0.1660475730895996
2fy8_A,2aej_A,0.1857776641845703
2fy8_B,2aej_A,0.13250136375427246
2aef_A,2fy8_C,0.15435361862182617
2fy8_A,2fy8_H,0.0117299985
2aef_A,2fy8_B,0.16417789459228516
2fy8_B,2fy8_H,0.0122970007
2aef_A,2fy8_A,0.1144113540649414
2aej_B,2aef_B,0.0185820013
2aej_A,2aef_B,0.0160370003
2fy8_A,3rbz_A,0.0219689999
2aem_A,2aej_A,0.21186232566833496
2fy8_A,2fy8_G,0.0181949995
2fy8_H,2aem_A,0.13968253135681152
3otg_A,3oth_A,0.0551639982
5k8q_A,2fot_A,0.00953399949
1qx5_Y,1cll_A,0.0102499984
1qx5_R,1cll_A,0.08839106559753418
1g4y_R,2bcx_A,0.17489337921142578
1cdm_A,1prw_A,0.25067853927612305
1k90_D,1ooj_A,0.00617800094
1a29_A,1ahr_A,0.0082949996
1cll_A,1k93_F,0.13808798789978027
4djc_A,1cll_A,0.10989618301391602
1g4y_R,1k90_D,0.0105229989
1cll_A,3bxl_A,0.1174318790435791
1cll_A,5j8h_A,0.0181469973
1cll_A,1sy9_A,0.0174000002
3cln_A,1qs7_A,0.0123040024
3cln_A,1lin_A,0.0105140004
3cln_A,1prw_A,0.0101419985
1cll_A,1cfd_A,0.0166579988
5k8q_A,1cdl_A,0.00914099999
5sy1_C,1cdl_A,0.0105589982
5sy1_C,5k8q_A,0.13521480560302734
5k8q_A,4zlk_B,0.08675384521484375
5k8q_A,6b8l_F,0.120330810546875
5k8q_A,3evr_A,0.0149869993
5k8q_A,2f3y_A,0.12110137939453125
5k8q_A,1y6w_A,0.0103369989
5k8q_A,2bcx_A,0.16261506080627441
5k8q_A,1iwq_A,0.0107019991
5k8q_A,1l7z_A,0.00802299939
5k8q_A,1mxe_B,0.0102849994
5k8q_A,1nwd_A,0.0201500021
5k8q_A,1sy9_A,0.0202080011
5k8q_A,1xfw_O,0.0100800022
5k8q_A,1yr5_A,0.00854699872
5k8q_A,6v00_K,0.00910199992
5k8q_A,2o60_A,0.1399698257446289
5k8q_A,2wel_D,0.00975399837
5k8q_A,3dve_A,0.10845947265625
5k8q_A,3dvm_A,0.12625885009765625
5k8q_A,3g43_D,0.1268324851989746
5k8q_A,3gof_B,0.00799999945
5k8q_A,4ehq_A,0.00858800113
5k8q_A,4m1l_A,0.12830615043640137
5sy1_C,2bbm_A,0.0121699981
5k8q_A,6e2f_E,0.010962002
5k8q_A,2m0j_A,0.0212290008
5k8q_A,4djc_A,0.0113510005
5k8q_A,3wfn_B,0.0118329991
5k8q_A,4jpz_I,0.0101530012
1mxe_A,1mxe_B,0.0103229992
5k8q_A,4umo_D,0.00815499946
5k8q_A,4jpz_C,0.00995300151
5k8q_A,6b8l_B,0.11574888229370117
5k8q_A,3evv_A,0.17344355583190918
5k8q_A,1niw_E,0.0101109985
5k8q_A,2be6_A,0.11272311210632324
5k8q_A,1cm1_A,0.12954330444335938
5k8q_A,1xfv_O,0.010160001
5k8q_A,2bki_B,0.0102159996
5k8q_A,2f2o_B,0.0124900006
5k8q_A,2l7l_A,0.0198350009
5k8q_A,3dvk_A,0.13891077041625977
5k8q_A,3g43_B,0.00760299899
5k8q_A,3gp2_A,0.00891400129
1cll_A,1a29_A,0.1560053825378418
5k8q_A,3hr4_F,0.0104450006
5k8q_A,4upu_A,0.19915485382080078
5k8q_A,6e2g_E,0.0108209979
5sy1_C,2vas_B,0.16356587409973145
5sy1_C,2wel_D,0.0112569984
5sy1_C,2x51_B,0.00807500072
5sy1_C,3wfn_B,0.10184264183044434
5sy1_C,3wfn_C,0.0103759989
5sy1_C,6cnm_H,0.15836763381958008
5k8q_A,2l53_A,0.11235356330871582
5k8q_A,4dck_B,0.0102830008
5k8q_A,6v00_B,0.00916099921
5k8q_A,4jq0_C,0.00894999877
5k8q_A,6b8l_H,0.00766700134
5k8q_A,6b8q_B,0.00724000111
5k8q_A,3sg6_A,0.23045659065246582
5k8q_A,2f2o_A,0.00934599899
5k8q_A,2ix7_A,0.00688599981
5k8q_A,1cdm_A,0.1446082592010498
5k8q_A,1cff_A,0.15155911445617676
5k8q_A,1ckk_A,0.0176920015
5k8q_A,1iq5_A,0.12295818328857422
5k8q_A,1wrz_A,0.00792200118
5k8q_A,1xfu_O,0.0102589987
5k8q_A,1y0v_H,0.0107300002
5k8q_A,1zuz_A,0.23407292366027832
5k8q_A,2bbm_A,0.0145900007
5k8q_A,2hqw_A,0.0098189991
5k8q_A,2m55_A,0.0147900004
5k8q_A,3bxl_A,0.00997699983
5k8q_A,3bya_A,0.0106540006
5k8q_A,5j8h_A,0.08896946907043457
