p_pdb,q_pdb,execution_time
2d3e_C,2d3e_D,0.431184
5yvv_B,2whx_A,2.842001
6kr2_A,6kr3_A,6.053584
1wmw_C,1wmw_D,2.569916
1agq_A,1agq_C,0.092696
3klk_A,3ttq_A,7.716165
3klk_A,4amc_A,7.920933
1q18_A,1sz2_A,0.808628
1v4t_A,3idh_A,1.78346
1v4t_A,1v4s_A,1.780669
1knq_A,1ko5_A,0.319487
1knq_A,1kof_A,0.272708
1knq_A,1ko8_A,0.288266
1dea_A,1fsf_A,0.642805
1dea_A,1cd5_A,0.631592
1hot_A,1cd5_A,0.641454
1dea_A,1fs6_A,0.636108
1jt9_A,1dea_A,0.543808
1frz_A,1fs6_A,0.630715
1jt9_A,1hot_A,0.5617
1fqo_A,1fs6_A,0.641458
1ne7_A,1jt9_A,0.613009
2bpl_A,2j6h_B,
2bpl_C,2j6h_B,
2bpl_B,2j6h_B,
2bpl_A,2j6h_A,
4amv_A,2j6h_A,3.344266
1e7y_A,1h9a_A,1.901413
1h9a_A,1h94_A,1.872617
1dpg_A,1h94_A,1.872936
2j5t_B,2j5v_A,0.919315
1euz_B,1euz_C,1.674166
1euz_D,1euz_E,1.696318
1hrd_B,1hrd_C,2.139688
1euz_A,1euz_B,1.713186
1euz_E,1euz_F,1.679558
1hrd_A,1hrd_C,2.16205
5xvi_A,5xvi_D,2.055268
1k89_,1hrd_A,
1hwy_A,1l1f_A,2.575987
1bvu_E,1bvu_D,1.64939
1hrd_A,1hrd_B,2.126969
1hrd_A,1bgv_A,2.169006
5xvv_A,5xvv_D,2.070581
1l1f_A,1hwx_A,
3mw9_A,1nqt_A,
2yfh_A,2yfh_F,2.120366
1y20_A,1pbq_A,0.505121
1y1z_A,1pbq_A,0.485228
1y1m_A,1pbq_A,0.487445
2ohg_A,2ohv_A,0.770189
1b73_A,2ohg_A,0.784125
4u2r_A,4u2r_B,0.455418
4u2r_A,4u2r_D,0.451229
4n07_C,1fto_A,0.493661
1n0t_A,1syh_A,0.566755
4u2r_A,1fto_B,0.488166
3b6w_D,1fto_A,0.488583
1mqh_A,1mqg_A,0.529474
4u2r_C,4u2r_D,0.471139
3b6w_B,1fto_A,0.482895
4u2r_B,4u2r_D,0.461212
3bki_P,1fto_A,0.480079
4u2r_B,4u2r_C,0.45682
4u2r_A,4u2r_C,0.558086
3r7x_A,1ftj_A,0.514396
2p2a_A,1fto_A,0.451067
3t96_B,1fto_A,0.451361
4u2q_A,4u2p_A,4.124624
4u2r_A,3o6g_A,0.464817
1my3_B,1fto_A,0.478751
3bki_C,1ftj_A,0.459933
3kgc_A,1ftj_A,0.482607
4u2r_A,2uxa_A,0.451695
1mqj_A,1ftj_A,0.457668
4n07_B,1fto_A,0.489058
4n07_A,1fto_A,0.486691
1n0t_A,1mqj_A,0.467905
4u2r_B,1fto_A,0.46139
3b6w_A,1fto_A,0.485804
3bki_C,1fto_A,0.453753
3bki_D,1fto_A,0.488493
2p2a_B,1fto_A,0.518525
4u2r_A,2uxa_C,0.487715
4u2r_A,1ftj_A,0.49109
3il1_B,1ftj_A,0.498592
4u2r_B,3o6g_A,0.50677
4u2r_A,1fto_A,0.476069
1n0t_A,1ftj_B,0.519449
3b6w_C,1fto_A,0.483117
5zg2_A,1ftj_A,0.510762
1n0t_A,1wvj_A,0.490687
4u2r_A,4n07_B,0.500976
2cmo_A,1n0t_C,0.505579
2cmo_A,1n0t_D,0.475786
1p1q_B,1fto_A,0.532393
3tdj_A,1fto_A,0.464048
3dp6_A,1fto_A,0.449908
2cmo_A,1n0t_B,0.502983
3o6g_A,1fto_A,0.512698
2cmo_A,1n0t_A,0.497099
1mqj_A,1mqg_A,0.452784
3b6t_A,1fto_A,0.451344
5zg2_B,1ftj_B,0.458184
5zg2_A,1ftj_B,0.473188
3kgc_A,2cmo_A,0.452847
3bki_D,1ftj_A,0.467999
3bki_B,1ftj_A,0.464927
1n0t_A,1mqh_A,0.479258
3bki_P,1ftj_A,0.460297
4u2r_A,5elv_A,0.468552
4u2r_A,1mqi_A,0.464348
6fqk_A,1ftj_B,0.474311
5oew_A,4u2p_A,1.560306
6fqk_B,1ftj_B,0.474402
3tza_A,4u2p_A,1.504577
3tza_A,5oew_A,0.463121
3tza_A,1ftj_B,0.482674
3tza_A,1vso_A,0.433116
3dln_A,3rt6_B,0.462836
3m3k_A,1fto_A,0.476185
4f1y_A,1ftj_B,0.507376
4f1y_C,1ftj_B,0.510632
4f39_A,1fto_A,0.486079
3dln_A,3dp4_A,0.503588
3dln_A,3rt8_A,0.474604
3dln_A,4f1y_A,0.529192
3dln_A,1fto_A,0.532165
3en3_A,1fto_A,0.522726
3en3_A,3epe_A,0.453522
3fas_A,3kfm_A,0.461446
3fas_A,3fat_A,0.505557
3en3_A,3fas_A,0.537535
2v3t_A,5cc2_A,0.318784
2v3t_A,2v3u_A,0.294559
7z2r_A,2v3u_A,0.449592
5cc2_A,2v3u_A,0.418733
3s2v_B,4bdl_A,0.498125
2f36_C,4qf9_C,0.477658
3s2v_B,4bdl_B,0.489224
3s2v_B,4bdm_B,0.484203
3s2v_B,1s50_A,0.479993
3s2v_B,1s7y_B,0.484679
3s2v_B,4h8i_A,0.483638
3s2v_B,1tt1_B,0.472328
3s2v_B,2xxt_A,0.461771
3s2v_B,4bdm_D,0.458842
3s2v_B,4bdn_C,0.460103
2f36_A,3t9v_B,0.458645
2f36_A,3t9v_A,0.466728
2f36_A,4l17_E,0.498687
2znu_A,3fv2_A,0.453757
2f36_A,1lb9_B,0.473091
1s7y_B,1fto_A,0.467838
2f36_A,1lb9_A,0.483526
3s2v_B,4bdo_A,0.449792
2f36_A,4l17_G,0.471055
3s2v_B,3gba_C,0.428568
3s2v_B,4bdo_C,0.447144
1tt1_B,1fto_A,0.457013
3s2v_B,4bdo_D,0.437387
3s2v_B,1sd3_A,0.451276
3s2v_B,4bdr_A,0.467045
3s2v_B,1sd3_B,0.468989
2f36_A,1ftl_B,0.514042
3s2v_B,4bdr_B,0.50169
2f36_A,4l17_C,0.52412
2f36_A,4l17_A,0.485902
2f36_A,4li7_A,0.269491
2f36_A,6fqh_A,0.493669
2f36_A,6fqh_B,0.459619
2f36_A,3b7d_H,0.454124
2f36_A,3b7d_G,0.470062
2f36_A,3b7d_F,0.451383
2f36_D,1fto_A,0.441049
3s2v_B,1txf_A,0.443329
2f36_A,3b7d_E,0.476042
2f36_A,3b7d_D,0.481442
2f36_A,3b7d_C,0.475564
2f36_C,1fto_A,0.458276
2f36_A,3b7d_B,0.467546
2f36_B,1fto_A,0.446216
2f36_A,1fto_A,0.463079
2f36_A,6fqj_G,0.482031
2f36_A,6fqj_H,0.486267
2f36_A,6fqj_F,0.462407
1ycj_B,1fto_A,0.461297
2f36_A,6fqj_E,0.469868
2f36_A,6fqj_D,0.469964
2f36_A,6fqj_C,0.475085
2f36_A,6fqj_A,0.470718
2f36_A,6fqj_B,0.461963
2f36_A,3kgc_B,0.457161
2f36_A,3b7d_A,0.498752
4qf9_A,4e0x_A,0.429161
3s2v_B,4bdn_B,0.453747
3s2v_B,4bdq_B,0.488673
3s2v_B,3qxm_A,0.471271
3s2v_B,1ycj_A,0.452569
3s2v_B,2znt_A,0.518605
3s2v_B,3gba_D,0.421254
2f36_A,2f35_B,0.493929
2f36_A,2f34_B,0.453242
2xxr_B,1fto_A,0.476578
3s2v_B,2pbw_B,0.486896
3s2v_B,3u94_C,0.465233
3s2v_B,2pbw_A,0.441346
2f36_A,2cmo_A,0.47001
3s2v_B,2wky_A,0.498273
3s2v_B,3fv1_B,0.485655
3s2v_B,1ycj_B,0.456688
3s2v_B,2f36_B,0.464199
3s2v_B,2f36_C,0.505077
3s2v_B,2f36_D,0.476268
3kgc_B,1ftj_A,0.48469
6fqh_A,1ftj_A,0.464426
1tt1_B,1yae_A,0.477926
3s2v_B,2zns_A,0.477302
3s2v_B,3fuz_A,0.450709
3s2v_B,3fuz_B,0.456028
2f36_A,6jfz_C,1.313018
3s2v_B,2qs3_A,0.445655
3s2v_B,2qs3_B,0.4477
3s2v_B,2qs2_A,0.478751
3s2v_B,2qs2_B,0.465774
2f36_A,6jfz_D,1.301591
3s2v_B,3c36_A,0.456284
3s2v_B,3c36_B,0.462834
3s2v_B,3c35_A,0.451199
3s2v_B,3c35_B,0.449354
2xxt_B,1fto_A,0.478777
3s2v_B,3c31_A,0.454592
3s2v_B,2xxv_A,0.463558
3s2v_B,2xxv_B,0.449059
3s2v_B,5mfq_B,0.460515
3s2v_B,5mfq_A,0.471173
2qs4_D,2f36_A,0.451008
2qs4_C,2f36_A,0.464277
2qs4_B,2f36_A,0.448524
1vso_A,3b6q_A,0.429723
3s2v_B,4qf9_B,0.460669
3t9v_A,1ftj_A,0.469131
6jfz_A,6jfy_A,3.73137
3s2v_B,3gba_B,0.482123
6jfz_B,6jfy_A,3.577455
2f36_A,2xxv_A,0.473782
2f36_A,5kuh_B,1.266874
2f36_A,5mfq_A,0.443453
4mf3_A,3fvo_A,0.466608
3s2v_B,3fvo_B,0.46517
2f36_A,2f35_A,0.461022
2f36_A,5nf5_A,0.488247
2f36_A,3olz_A,0.69683
2f36_A,5kuh_A,1.259451
2f36_A,5mfv_A,0.473685
2f36_A,3c33_A,0.469477
2f36_A,2znt_A,0.489139
2f36_A,2xxy_A,0.508129
2f36_A,3c32_A,0.471098
2f36_A,4dld_A,0.488239
2f36_A,4dld_B,0.520798
2f36_A,4mf3_B,0.498169
2f36_A,4mf3_A,0.503197
2f36_A,2pbw_B,0.487938
4e0x_A,3gba_D,0.435998
2f36_A,2pbw_A,0.483279
2f36_A,2f34_A,0.457551
2f36_A,4yma_A,0.50331
4e0x_A,3gba_C,0.422069
4e0x_A,3gba_B,0.498651
2f36_A,3c31_B,0.449885
2f36_A,5mfw_A,0.432603
2f36_A,3c32_B,0.445886
2f36_A,3qlv_A,0.701528
4e0x_A,3gba_A,0.427458
4e0x_A,2qs4_B,0.423522
3s2v_B,3fvo_A,0.457745
4e0x_A,2qs3_B,0.44502
4e0x_A,2qs3_A,0.467911
3s2v_B,4dld_A,0.539845
4e0x_A,2qs2_A,0.430219
4e0x_A,2qs1_B,0.474001
4e0x_A,2qs1_A,0.467527
4e0x_A,2pbw_B,0.447641
3s2v_B,3fvn_B,0.51692
3s2v_B,3fvn_A,0.485553
3s2v_B,3fvk_B,0.521365
3s2v_B,4bdn_A,0.531505
3s2v_B,2ojt_B,0.517848
3s2v_B,3fvg_A,0.539835
4e0x_A,2pbw_A,0.426093
4e0x_A,2f35_A,0.449925
4e0x_A,2f35_B,0.465078
3s2v_B,3fvg_B,0.512373
4e0x_A,1vso_A,0.411886
3s2v_B,3gbb_A,0.525332
4e0x_A,3gbb_B,0.457555
4e0x_A,2f34_A,0.493754
2f36_A,2xxt_A,0.498829
2f36_A,2znu_A,0.518565
2f36_A,5m2v_A,0.495838
2f36_A,4bdo_A,0.453206
2f36_A,4bdr_A,0.537147
2f36_A,4bdl_A,0.512454
1vso_A,2f36_A,0.472201
3s2v_B,3gbb_B,0.508846
2f36_A,2qs3_B,0.436393
4e0x_A,2qs4_A,0.462794
2f36_A,2qs2_B,0.45043
3s2v_B,1yae_B,0.488702
2f36_A,4bdm_A,0.433598
2f36_A,6l6f_A,1.3179
3s2v_B,2i0b_A,0.455799
3fv2_A,2qs3_A,0.442303
3fv2_A,2qs1_B,0.430485
2f36_A,1tt1_A,0.449168
3fv2_A,2qs1_A,0.450424
3fv2_A,2f34_A,0.460461
3fv2_A,2f35_B,0.437707
3fv2_A,2qs4_C,0.443783
3fv2_A,2qs4_B,0.439815
3fv2_A,2qs4_A,0.462082
2f36_A,2qs1_B,0.457397
1ycj_B,2pbw_B,0.457174
3c31_A,2f36_A,0.446819
3fv2_A,1vso_A,0.413224
3s2v_B,5mfw_A,0.484138
3s2v_B,5mfw_B,0.492799
3s2v_B,1yae_C,0.44622
3s2v_B,3fvk_A,0.469731
3s2v_B,2xxx_B,0.439409
3s2v_B,2wky_B,0.512807
3c32_A,1fto_A,0.441418
3fv2_A,2qs2_B,0.460903
4e0x_B,1fto_A,0.465778
4e0x_A,1fto_A,0.437356
3s2v_B,2xxx_C,0.473008
3fv2_A,2qs2_A,0.46343
3fv2_A,2qs3_B,0.435179
3fv2_A,2f34_B,0.439326
3fv2_A,2qs4_D,0.433574
3s2v_B,5mfv_A,0.442777
3s2v_B,5mfv_B,0.484419
2f36_B,4qf9_B,0.428157
3s2v_B,3c33_B,0.458942
3s2v_B,3c34_A,0.484858
3s2v_B,3c34_B,0.465317
3s2v_B,3c32_A,0.464124
3s2v_B,4qf9_A,0.43598
2f36_A,3c34_A,0.489806
3s2v_B,3c32_B,0.495616
3s2v_B,2i0b_B,0.508401
3s2v_B,2i0b_C,0.484575
3s2v_B,2i0c_A,0.472781
3s2v_B,2i0c_B,0.495053
3s2v_B,2xxu_A,0.449469
3s2v_B,2xxu_B,0.467209
3s2v_B,2xxw_B,0.514129
3s2v_B,2xxx_A,0.456741
3s2v_B,2xxy_A,0.463835
3s2v_B,2xxy_B,0.508969
3t9v_A,1ftj_B,0.528115
3s2v_B,2xxy_C,0.500685
3s2v_B,4bdm_C,0.451913
3s2v_B,2xxy_D,0.491765
3s2v_B,4bdn_D,0.494744
3s2v_B,4bdo_B,0.49563
3s2v_B,4bdq_A,0.514883
3s2v_B,4bdm_A,0.469233
2f36_A,4e0x_A,0.475604
2f36_A,4e0x_B,0.501403
3s2v_B,2xxx_D,0.488774
3s2v_B,2xxw_A,0.466199
3s2v_B,3fv2_A,0.506114
3s2v_B,3fv2_B,0.507954
3s2v_B,1yae_D,0.464732
3s2v_B,1yae_E,0.461808
3s2v_B,1yae_F,0.394064
3s2v_B,1s7y_A,0.459879
3s2v_B,2xxr_A,0.477549
3s2v_B,2xxr_B,0.476168
2f36_A,4h8i_A,0.459968
3s2v_B,1tt1_A,0.466008
2f36_A,4h8i_B,0.463227
3s2v_B,3u94_A,0.489356
3s2v_B,3u94_B,0.440632
2f36_B,2f35_A,0.417847
3s2v_B,4mh5_A,0.461862
2f36_A,6jfz_A,1.289798
2f36_C,2f35_A,0.461702
2f36_D,2f35_A,0.425305
3s2v_B,4nwd_A,0.465825
1ycj_B,2f35_A,0.440546
2f36_A,6jfz_B,1.259523
3s2v_B,4igr_A,0.457555
3s2v_B,3s2v_A,0.476569
3s2v_B,1vso_A,0.426178
3s2v_B,2qs4_C,0.446036
3s2v_B,2qs4_D,0.446073
3s2v_B,4mf3_A,0.455376
3s2v_B,4mf3_B,0.463998
3s2v_B,2f35_A,0.487981
3s2v_B,2f35_B,0.453156
3s2v_B,2f34_A,0.455777
3s2v_B,2f34_B,0.468262
3s2v_B,3fv1_A,0.456974
3s2v_B,2qs1_A,0.460288
3s2v_B,2qs1_B,0.458855
3s2v_B,4e0x_A,0.461155
3s2v_B,4e0x_B,0.458278
3s2v_B,3u92_A,0.453098
3s2v_B,2znu_A,0.455243
3s2v_B,1yae_A,0.453436
3s2v_B,3gba_A,0.443513
2zns_A,2qs4_A,0.453194
2zns_A,2qs4_B,0.435265
2zns_A,2qs1_A,0.460014
2zns_A,2qs2_A,0.436062
6fqh_B,1ftj_A,0.474865
3s2v_B,4nwc_A,0.471383
4l17_G,1ftj_B,0.474802
4l17_E,1ftj_B,0.483887
4l17_C,1ftj_B,0.466291
4l17_A,1ftj_B,0.486905
3s2v_B,4h8i_B,0.473177
2f36_A,4qf9_A,0.444314
3c32_A,3fvg_A,0.476805
2f36_A,4qf9_B,0.435909
2f36_A,4qf9_C,0.408799
3c32_A,2qs4_A,0.489201
2f36_A,2ojt_A,0.468688
3c32_A,2qs3_A,0.483921
3c32_A,2qs2_A,0.443373
3c32_A,2qs1_A,0.492522
2xxr_B,4h8i_B,0.478834
2f36_A,2ojt_B,0.466566
3s2v_B,2xxt_B,0.499331
3s2v_B,3qxm_B,0.508008
3s2v_B,1s9t_A,0.488913
2f36_B,2xxt_A,0.441254
3s2v_B,1s9t_B,0.474096
2f36_B,4h8i_A,0.471005
3s2v_B,3u94_D,0.450483
3s2v_B,4g8n_A,0.477233
3s2v_B,3u92_B,0.502454
2f36_B,2xxr_A,0.47017
2f36_B,4e0x_A,0.456531
2f36_B,2xxt_B,0.445938
1lb9_B,1ftj_B,0.452635
3t9v_B,1ftj_B,0.453574
3s2v_B,4e0w_A,0.478634
3s2v_A,2f36_A,0.456571
3s2v_B,2f36_A,0.458294
3s2v_B,4dld_B,0.453286
3s2v_B,2qs4_A,0.459252
3s2v_B,2qs4_B,0.436063
3s2v_B,2ojt_A,0.447795
3s2v_B,3c31_B,0.46626
3s2v_B,3c33_A,0.470951
6fz4_A,2f36_A,0.44496
5kuf_A,1yae_A,1.460852
5kuf_A,6jfz_A,4.121174
1yae_A,2f36_A,0.447487
2xxr_A,1fto_A,0.452282
1yae_C,1s50_A,0.449849
4h8i_B,2f36_B,0.43666
1yae_B,1s50_A,0.459959
2xxr_A,5mfq_A,0.446354
4mh5_A,3u92_B,0.459025
1s50_A,1fto_A,0.462778
1yae_A,1s50_A,0.499271
2xxr_A,1yae_A,0.431003
2xxr_A,6fz4_A,0.426435
2xxr_A,4qf9_B,0.44049
2xxr_A,4qf9_A,0.426386
4h8i_B,1ycj_A,0.450788
2xxr_A,2xxt_A,0.439743
4mh5_A,4e0x_A,0.439931
2xxr_A,4h8i_A,0.457209
4h8i_B,4mh5_A,0.460372
2xxr_A,4h8i_B,0.461048
1yae_E,1s50_A,0.503216
4mh5_A,6jfz_D,1.272692
4h8i_B,1yae_A,0.454543
4mh5_A,6jfz_A,1.283445
2xxt_A,6fz4_A,0.434968
1yae_F,1s50_A,0.356694
2xxt_A,1fto_A,0.440179
4h8i_B,4h8i_A,0.461026
4mh5_A,6jfz_C,1.290268
4mh5_A,6jfz_B,1.226962
1yae_D,1s50_A,0.458598
3u92_A,1fto_A,0.446702
3u92_B,1fto_A,0.466126
3u94_A,1fto_A,0.44535
4e0w_A,1fto_A,0.460355
3u94_B,1fto_A,0.436686
5nf6_A,4eow_H,0.277236
4kcc_A,1y1z_A,0.472345
4kcc_A,1pbq_A,0.458763
4kcc_A,1y1m_A,0.474365
4kcc_A,1pb9_A,0.500678
4nf4_A,4nf8_A,0.513554
4kcc_A,4nf8_A,0.511397
4nf5_A,4nf6_A,0.482791
4kcc_A,4nf6_A,0.485357
4kcc_A,1pb8_A,0.486835
4kcc_A,4nf5_A,0.454566
4kcc_A,4kfq_A,0.51849
4kcc_A,4nf4_A,0.484686
4kcc_A,2a5t_A,0.456982
2a5t_A,4nf4_A,0.483966
4kcc_A,1y20_A,0.544499
4nf5_B,4jwy_A,0.483611
4nf5_B,4nf8_B,0.526246
4nf5_B,4nf6_B,0.498256
4nf5_B,3oem_A,0.504036
4nf5_B,4nf4_B,0.51794
4nf5_B,4jwx_A,0.516349
4nf5_B,2a5s_A,0.513267
4nf5_B,2a5t_B,0.514351
4nf5_B,3oen_A,0.444542
4nf5_B,3oel_A,0.492467
1ftm_C,1my3_C,0.512874
2cmo_B,1n0t_B,0.483737
2cmo_B,1n0t_C,0.481063
2cmo_B,1n0t_D,0.473751
1ftj_A,2cmo_A,0.474144
1ftm_C,1my3_A,0.448082
1ftm_C,1my4_B,0.47449
1ftm_C,1my4_C,0.471905
1ftj_C,1my4_C,0.464598
1ftj_C,1mqg_B,0.462785
1ftj_C,1mqi_A,0.496287
1ftj_C,1mqh_A,0.460602
1ftj_A,1syh_A,0.466286
1ftj_A,1n0t_D,0.477686
1ftj_A,1n0t_B,0.477417
1txf_A,1vso_A,0.437557
1txf_A,2znt_A,0.444395
1txf_A,2qs4_D,0.460391
1ycj_A,2f35_A,0.42701
1txf_A,2qs4_C,0.441946
1txf_A,2qs4_B,0.443208
1txf_A,2qs4_A,0.46066
1txf_A,2qs3_B,0.446397
1txf_A,2qs3_A,0.448369
1txf_A,2qs2_B,0.450519
1fto_A,1my4_A,0.463958
1txf_A,2qs2_A,0.439943
1txf_A,2qs1_B,0.460683
1txf_A,2qs1_A,0.449134
1ftj_C,1my3_A,0.456377
1ftj_C,1my4_A,0.454615
1ftj_C,1mqg_A,0.455848
1ftj_C,1mqj_A,0.456392
1ftk_A,1mqh_A,0.43084
1txf_A,2f35_B,0.435023
1txf_A,2f34_B,0.451025
1txf_A,2f34_A,0.469043
1mqi_A,1mqg_A,0.455001
1ftm_A,1fto_B,0.448806
1ftm_A,1my3_A,0.453171
1ftm_A,1ftk_A,0.406388
1fw0_A,1ftm_A,0.443154
1fto_B,1mqg_B,0.476383
1ftj_A,1ftl_B,0.467908
1fto_A,1ftk_A,0.405685
1ftj_A,1n0t_C,0.486504
1ftj_A,1n0t_A,0.482742
1fto_A,1gr2_A,0.414715
1fto_A,1lb8_A,0.456569
1fto_A,1lb9_A,0.489373
1fto_A,1lbb_A,0.453211
1fto_A,1lbc_A,0.459036
1lb9_A,1ftj_B,0.455201
3b7d_H,1ftj_B,0.447256
3b7d_G,1ftj_B,0.45291
3b7d_F,1ftj_B,0.458354
3b7d_E,1ftj_B,0.477292
3b7d_D,1ftj_B,0.451066
3b7d_C,1ftj_B,0.458037
3b7d_B,1ftj_B,0.444125
3b7d_A,1ftj_B,0.451698
1fto_A,1m5d_A,0.452836
1fto_A,1m5f_B,0.449173
1ycj_A,2f34_A,0.420205
1fto_A,1ms7_A,0.455612
1fto_A,1my2_A,0.477645
1fto_A,1my3_A,0.441528
1fto_A,1nnp_A,0.477603
1fto_A,1p1q_A,0.478687
1fto_A,1syi_A,0.476353
1fto_A,1xhy_A,0.481549
1fto_A,2al4_A,0.466194
1fto_A,2al4_B,0.484161
1fto_A,2al4_C,0.514714
1fto_A,2al5_A,0.46723
1fto_A,2al5_B,0.455442
1fto_A,2anj_A,0.479813
1fto_A,2aix_A,0.465674
1fto_A,1n0t_D,0.461331
1fto_A,1mqi_A,0.474807
1fto_A,1mqg_B,0.480902
1fw0_A,1fto_A,0.461641
1fto_A,2cmo_B,0.469181
1fto_A,2gfe_A,0.470215
1fto_B,1ftm_B,0.46065
1fto_A,2gfe_C,0.469182
1fto_A,2i3v_A,0.48514
1fto_A,2i3v_B,0.488605
1ftj_A,1fto_A,0.501291
1fto_A,2i3w_A,0.455469
1fto_A,1ycj_A,0.454203
1fto_A,1s7y_A,0.463097
1fto_A,1sd3_A,0.458094
1fto_A,2i0c_A,0.456934
1fto_A,1mm6_B,0.465892
1fto_A,1mm6_A,0.468653
1fto_A,1mxu_A,0.476653
1fto_A,1p1n_A,0.466425
1fto_A,1p1o_A,0.468855
1fto_A,1p1u_A,0.452681
1fto_A,1p1w_A,0.446338
1fto_A,1nnk_A,0.456584
1ycj_A,4qf9_A,0.437695
1fto_A,1mqj_A,0.472225
1fto_A,1mqh_A,0.456651
1fto_A,1mqg_A,0.456987
1fto_A,1syh_A,0.461164
1fto_A,1wvj_A,0.461536
1fto_A,2al4_D,0.450641
1fto_A,2cmo_A,0.446829
1fto_A,2gfe_B,0.454999
1fto_A,2i3v_C,0.452618
1fto_A,2i3w_B,0.47024
1fto_A,2uxa_A,0.44644
1fto_A,2uxa_C,0.444898
1fto_A,1s9t_A,0.441018
1fto_A,1mqd_C,0.457006
1fto_A,1mqd_A,0.473334
1fto_A,1tt1_A,0.445718
1fto_A,1txf_A,0.431568
1fto_A,2i0b_A,0.469157
1fto_A,1mm7_B,0.450543
1fto_A,1m5e_C,0.460153
1fto_A,1m5b_C,0.452045
1fto_A,1m5e_A,0.504208
1fto_A,1m5b_A,0.462199
1fto_A,1ftl_B,0.460744
1fto_A,1ftj_C,0.450313
1fto_A,1ftm_C,0.438158
1mqg_A,1mqg_B,0.453021
1fto_A,1mqd_D,0.452492
2cmo_B,2cmo_A,0.477761
1fto_A,1mqd_B,0.483902
1fto_A,1mm7_C,0.452037
1fto_B,1ftj_B,0.477815
1fto_A,1mm7_A,0.465976
1fto_A,1m5c_A,0.477724
1fto_A,1m5e_B,0.461528
1fto_A,1m5b_B,0.449076
1fto_A,1ftm_B,0.465739
1fto_A,1ftl_A,0.446108
1fto_A,1ftj_B,0.458887
1fto_B,1mqg_A,0.482893
1fto_A,1my4_B,0.469434
1fto_A,1my4_C,0.44699
1fto_B,1mqi_A,0.472298
1ycj_A,3c32_A,0.45344
1ycj_A,3c32_B,0.422629
1ftj_A,1fto_B,0.458254
1s7y_A,4h8i_B,0.444546
1s7y_A,4h8i_A,0.443592
1s7y_A,1yae_A,0.431253
1mqg_A,2uxa_A,0.476061
2anj_A,1mm6_A,0.462978
1fto_A,3b7d_B,0.473154
1fto_A,3b7d_A,0.466089
1fto_B,1ftm_C,0.447549
1tt1_A,1s50_A,0.463963
1tt1_A,1s7y_A,0.442528
1tt1_A,1txf_A,0.421162
1ftj_A,1ftl_A,0.454127
1fto_B,1p1o_A,0.454539
1fto_A,1p1u_B,0.444132
1fto_A,1ftm_A,0.451608
1fto_B,1p1u_B,0.458248
1fto_B,1p1u_A,0.452068
1fto_A,1p1q_C,0.462326
1fto_B,1p1q_A,0.449808
1fto_B,1p1q_B,0.46287
1fto_B,1p1q_C,0.45439
1ycj_A,2qs1_A,0.44578
1fto_A,3b7d_C,0.447365
1fto_A,3b7d_D,0.43875
1fto_A,3b7d_E,0.445164
1ycj_A,4e0x_A,0.416439
1fto_A,3b7d_F,0.443814
1fto_A,3b7d_G,0.441276
1ycj_A,2qs2_A,0.444584
1fto_A,3b7d_H,0.439679
1ycj_A,1vso_A,0.398948
1ycj_A,2qs3_A,0.418235
1ycj_A,2qs4_A,0.436365
1ycj_A,2pbw_B,0.436849
1ycj_A,2f34_B,0.433215
1ftj_B,1fto_A,0.453234
1my3_C,1fto_A,0.451212
1ycj_A,2pbw_A,0.440275
1ftk_A,1ftj_A,0.403374
1fto_A,1fto_B,0.442978
1fw0_A,1ftj_A,0.447249
1ftm_C,1my4_A,0.438811
2cmo_B,1n0t_A,0.450896
6x16_A,6x17_B,4.827285
5tgt_A,1g59_A,2.200551
5tgt_A,1gln_A,2.246575
5tgt_A,1n78_A,2.211679
4kpt_B,6fxg_A,0.352685
4la9_A,6fxg_A,0.354023
4kpt_A,6fxg_A,0.358455
6fxg_A,4kr5_A,0.349034
4kpt_A,4la9_A,0.340775
1ggg_A,2q2a_A,0.376478
1ggg_B,1wdn_A,0.344141
1wdn_A,1ggg_A,0.353778
6r4e_A,6r4e_B,3.761986
1ecc_B,1ecf_B,2.055436
1nyl_A,1o0b_A,1.95145
1nyl_A,1o0c_A,1.935476
1nyl_A,1gtr_A,1.971491
1nyl_A,1qtq_A,1.916695
1euy_A,1nyl_A,1.957556
1g59_C,1gln_,
1g59_C,1gln_A,2.383775
1n78_B,1gln_A,2.366039
1n77_A,1n75_A,2.336398
1g59_A,1j09_A,2.336387
1aba_,1aaz_B,
4ai6_A,4ai6_B,84.88322
2c3n_A,2c3q_A,0.821936
1m0w_A,1m0t_A,1.632815
1dc6_A,5za0_A,0.927181
1dc6_A,1gae_O,0.897832
1dc6_A,1gad_O,0.899812
1dc5_B,1gae_O,0.905252
1dc5_B,5za0_A,0.879184
5jyf_A,5jy6_A,0.852555
3lc7_Q,3lc2_P,0.94443
1coz_B,1n1d_A,0.109982
1coz_A,1n1d_A,0.123334
1jqa_A,1jq5_A,1.676493
1glj_O,1gla_G,1.833799
1glj_Y,1glj_O,1.905388
2d4w_A,1bu6_Y,1.994236
2p3r_A,2p3r_G,
2d4w_A,1glj_O,1.943565
2d4w_A,1bu6_O,1.982338
2d4w_A,1glj_Y,1.958814
1bwf_O,1bwf_Y,1.943399
2d4w_A,1gla_G,1.901937
2p3r_A,2p3r_E,
2b4l_A,2b4m_A,0.649329
3ppo_A,3ppn_A,0.652019
3ppn_A,3ppp_A,0.633914
3r6u_A,6eyh_A,0.631749
