p_pdb,q_pdb,execution_time
5tv1_A,3p2d_A,1.304109
1blb_D,2bb2_A,0.375629
1i7x_A,1i7w_A,9.990397
1i7x_A,1i7x_C,10.627283
1i7w_A,1i7w_C,9.914925
3bct_A,1qz7_A,8.275951
1jdh_A,2gl7_A,9.749827
1jz8_A,1jz8_D,9.351885
1jz8_A,1jz8_C,9.212285
3l6g_A,3l6h_A,0.531098
5van_A,5vaq_A,6.65554
5vaq_A,6nfj_A,6.457887
5van_A,6nfj_A,6.485023
4y0o_A,4y0u_A,0.407143
4jf6_A,4jf4_A,0.410453
2wf5_A,6h8y_A,0.505088
2wf5_A,6h8v_B,0.501487
6hdh_B,2wf9_A,0.515866
2wf5_A,6h8u_A,0.587469
2wf5_A,5olw_A,0.554635
2whe_A,6hdi_B,0.504382
6hdf_B,6h93_B,0.500073
6hdh_A,6hdl_A,0.5061
2wf5_A,5ok0_A,0.494446
6hdi_A,6h93_B,0.510143
1lvh_B,1o08_A,0.551778
2wf5_A,3fm9_A,0.558417
2wf5_A,6h8w_A,0.510323
6h93_B,2wf9_A,0.525623
2wf5_A,6qzg_A,0.494461
6hdf_B,6hdm_A,0.503309
6hdh_A,6h93_B,0.51351
2whe_A,6hdh_B,0.512003
6hdh_A,6hdi_B,0.516128
6hdf_B,2wf8_A,0.521675
6hdi_A,6hdh_B,0.500419
6hdf_A,2wf9_A,0.519247
6h93_A,6hdj_A,0.521342
2whe_A,5ok1_A,0.513691
2wf5_A,6h90_A,0.52453
2wf5_A,6h93_B,0.509295
2wf5_A,1z4n_B,0.461445
6hdf_B,6hdj_A,0.511092
2wf5_A,1lvh_B,0.518063
1zol_A,1o08_A,0.565264
6hdf_B,6hdi_B,0.513184
2wf5_A,6hdi_B,0.50861
2wf5_A,6h8x_B,0.503241
6hdf_B,2wf9_A,0.520358
2wf5_A,1zol_A,0.527393
2whe_A,6ydl_A,0.498531
6hdf_B,6hdh_B,0.490459
2wfa_A,2wf5_A,0.507325
6hdi_A,6hdg_A,0.52231
6h93_A,2wf9_A,0.535837
6hdi_A,6hdj_A,0.518326
2wf5_A,1lvh_A,0.534543
6hdi_A,2wf9_A,0.52314
2wfa_A,2wf9_A,0.552477
2whe_A,6hdf_A,0.49155
6h93_A,2wf5_A,0.513087
6h93_A,6hdm_A,0.562298
2wf5_A,6ydm_A,0.511688
2wf5_A,5ojz_A,0.522231
6hdh_A,2wf9_A,0.569398
2wf5_A,5olw_B,0.584195
6h93_A,5ok0_A,0.546553
6hdh_A,5ok1_A,0.567146
6hdh_A,2wf8_A,0.574205
2wf5_A,6ydl_A,0.543561
6h93_A,5ok1_A,0.522662
6hdi_A,2wf5_A,0.514922
2whe_A,6hdf_B,0.489096
2wf5_A,6h8v_A,0.507178
2wf5_A,6h91_A,0.494496
2whe_A,6hdh_A,0.502104
2whe_A,2wf9_A,0.541002
6h93_A,6h93_B,0.520647
6hdi_A,6hdl_A,0.548633
6hdi_A,6hdk_A,0.534231
6hdh_A,6hdm_A,0.548042
1zol_A,2wf9_A,0.541012
6h93_A,2wf6_A,0.512774
2wf5_A,6h91_B,0.518455
6hdi_A,2wf6_A,0.508447
6hdi_A,6hdm_A,0.523228
6hdh_A,2wf5_A,0.500064
2wf5_A,6h8x_A,0.517312
2wf5_A,5oly_G,0.514408
2wf5_A,5o6p_A,0.48386
2wf5_A,5ok1_A,0.498102
2wf5_A,6qzg_B,0.516931
6hdi_A,2wf8_A,0.515603
1zol_A,1z4n_A,0.512259
1zol_A,1z4n_B,0.440668
6hdi_A,5ok1_A,0.507434
6hdh_A,6hdj_A,0.537931
2wf5_A,6hdh_B,0.497092
3nas_A,3nas_B,0.347073
1zol_A,2wf6_A,0.529343
1zol_A,6hdk_A,0.601802
1zol_A,6hdm_A,0.517227
1zol_A,2wf8_A,0.54335
1zol_A,5ok0_A,0.509513
2whe_A,6h93_B,0.507952
1zol_A,5ok1_A,0.574758
1zol_A,6hdg_A,0.538661
1zol_A,6hdi_B,0.554819
1zol_A,6hdl_A,0.601073
6h93_B,6hdl_A,0.581255
1zol_A,6ydj_A,0.602376
2wf5_A,2whe_A,0.569164
5ok1_A,6hdl_A,0.537032
1zol_A,1o03_A,0.610644
2whe_A,6hdi_A,0.526788
6hdf_A,6hdh_B,0.47975
2whe_A,6h93_A,0.575838
2whe_A,6ydj_A,0.593007
6hdf_A,6hdg_A,0.57504
2whe_A,6hdm_A,0.570602
1zol_A,6hdh_B,0.57745
1lvh_A,1o08_A,0.546311
1zol_A,1lvh_A,0.534501
2whe_A,5ok0_A,0.566607
2whe_A,2wf8_A,0.588968
2whe_A,6hdl_A,0.569796
1zol_A,6h93_B,0.543797
2whe_A,6hdk_A,0.509544
6hdh_A,6hdh_B,0.497217
2wf8_A,2wf9_A,0.527575
2whe_A,2wf6_A,0.51761
1zol_A,6hdf_A,0.5442
1z4o_B,1lvh_B,0.494397
6hdf_B,2wf5_A,0.540416
2whe_A,6hdg_A,0.55556
6hdf_A,6h93_B,0.499887
1zol_A,6hdf_B,0.555185
1zol_A,6h93_A,0.519488
1zol_A,6hdi_A,0.55801
1zol_A,6hdh_A,0.550615
6hdf_B,6hdk_A,0.512921
2whe_A,6hdj_A,0.549801
6h93_A,6hdk_A,0.549729
6h93_A,6hdi_B,0.531902
6hdf_B,5ok0_A,0.50364
6hdf_B,5ok1_A,0.532215
6h93_A,6hdh_B,0.535813
6hdf_B,6hdf_A,0.489417
6h93_A,6hdl_A,0.538562
6h93_A,2wf8_A,0.520927
6hdi_A,5ok0_A,0.501396
6hdi_A,6hdi_B,0.52192
6hdi_A,6hdf_A,0.481325
6hdh_A,6hdf_B,0.485439
6h93_A,6hdf_A,0.50098
6h93_A,6hdf_B,0.502227
6hdh_A,5ok0_A,0.504173
6hdh_A,6hdg_A,0.500815
6hdh_A,2wf6_A,0.545511
6hdh_A,6hdk_A,0.522573
6hdg_A,2wf9_A,0.511428
6hdk_A,2wf9_A,0.527245
6hdj_A,2wf9_A,0.545106
2wf5_A,1z4n_A,0.510211
6hdi_B,2wf9_A,0.506233
2wf6_A,2wf9_A,0.546912
2wf5_A,1z4o_B,0.481975
2wf5_A,6ydm_B,0.482741
6hdm_A,2wf9_A,0.522929
2wf5_A,6ydk_A,0.5033
6h93_A,6hdg_A,0.511919
5ok0_A,2wf9_A,0.533453
2wf5_A,2wf9_A,0.533022
6hdf_B,6hdg_A,0.501632
6hdf_B,2wf6_A,0.482274
6hdl_A,2wf9_A,0.529166
2wf5_A,6hdf_A,0.492018
6hdf_B,6hdl_A,0.496376
2wf5_A,5o6r_A,0.526365
5ok1_A,2wf9_A,0.517626
6hdh_A,6hdf_A,0.48276
1zol_A,1z4o_A,0.527021
2wf5_A,6h94_A,0.525859
1zol_A,1z4o_B,0.522185
6hdi_A,6hdf_B,0.488978
1zol_A,6hdj_A,0.514149
1sgz_A,2g94_A,1.496302
1sgz_A,2p4j_A,1.549242
2ohs_A,2g94_A,1.445181
2fdp_C,2ohr_A,1.466997
2h2q_A,3hbb_A,2.211123
4kf2_A,3psx_A,2.347022
4kf2_A,3m4v_B,2.552165
4kf2_A,3m4v_A,2.857656
4kf2_A,3kx5_B,2.866641
4kf2_A,3kx5_A,2.909545
4kf2_A,3kx4_B,2.889474
4kf2_A,3kx4_A,2.892494
4kf2_A,3hf2_B,2.41392
4kf2_A,1yqp_A,2.642456
4kf2_A,1zo4_B,2.801496
4kf2_A,3kx3_B,2.84933
4kf2_A,3ben_A,2.855298
4kf2_A,2x80_A,2.826563
4kf2_A,2x7y_A,2.498714
4kf2_A,2uwh_B,2.825298
4kf2_A,2nnb_A,2.67548
4kf2_A,2j4s_A,2.916892
4kf2_A,2j1m_A,2.807823
4kf2_A,2ij4_A,2.695438
4kf2_A,2ij3_B,2.870674
4kf2_A,2ij2_A,2.68819
4kf2_A,1zoa_A,2.924191
4kf2_A,1zo9_A,2.975321
4kf2_A,1zo4_A,2.911979
4kf2_A,3kx3_A,2.911341
4kf2_A,3hf2_A,2.405513
4kf2_A,3ekf_A,2.583433
4kf2_A,3ekd_A,2.54424
4kf2_A,1zo9_B,2.849304
4kf2_A,1zoa_B,2.856009
4kf2_A,3ekb_A,2.559594
4kf2_A,3dgi_A,2.7711
4kf2_A,3cbd_A,2.916571
4kf2_A,2x80_B,2.840567
4kf2_A,2x7y_B,2.535937
4kf2_A,2uwh_A,2.95072
4kf2_A,1bu7_A,2.908072
4kf2_A,4o4p_A,2.854935
4kf2_A,2nnb_B,2.644387
4kf2_A,4hgh_A,2.781308
4kf2_A,4hgg_A,2.488923
4kf2_A,2j4s_B,2.837143
4kf2_A,2j1m_B,2.873439
4kf2_A,2ij4_B,2.816008
4kf2_A,2ij3_A,2.797389
4kf2_A,1bu7_B,2.847358
4kf2_A,2ij2_B,2.633466
4kf2_A,4hgf_A,2.591682
4key_A,4kf0_B,2.674854
4key_A,4hgf_B,2.600482
4key_A,4hgf_A,2.674643
4kf2_A,4kpb_B,2.664089
4kf2_A,4h24_B,2.772661
4kf2_A,3wsp_B,2.822106
4kf2_A,3qi8_B,2.717941
4kf2_A,4kf0_A,2.745649
4kf2_A,3npl_B,2.853087
4kf2_A,2hpd_A,2.898338
4kf2_A,2bmh_B,2.832528
4kf2_A,1jpz_B,2.894863
4kf2_A,4kew_A,2.776224
4kf2_A,1bvy_A,2.784788
4kf2_A,5dyz_A,2.63048
4kf2_A,4rsn_B,2.862307
4kf2_A,4o4p_B,2.784576
4kf2_A,4kew_B,2.756951
4kf2_A,4hgj_B,2.887114
4kf2_A,4hgi_B,2.844386
4kf2_A,4hgh_B,2.834689
4kf2_A,1jme_A,2.673464
4kf2_A,4duf_B,2.867097
4kf2_A,1jme_B,2.632718
4kf2_A,1p0v_A,2.643406
4kf2_A,1p0v_B,2.667573
4kf2_A,1p0w_A,2.573194
4kf2_A,1p0w_B,2.69517
4key_A,4kf0_A,2.737553
4kf2_A,4wg2_A,2.917602
4kf2_A,1p0x_A,2.597799
4kf2_A,4kpa_A,2.853701
4kf2_A,1p0x_B,2.642078
4kf2_A,4h24_A,2.884447
4kf2_A,4h23_A,2.889421
4kf2_A,3wsp_A,2.830528
4kf2_A,1smi_A,2.56267
4kf2_A,1smi_B,2.848423
4kf2_A,3npl_A,2.895781
4kf2_A,2bmh_A,2.883374
4kf2_A,1fah_B,2.83772
4kf2_A,1fag_B,2.810425
4kf2_A,1bvy_B,2.770426
4kf2_A,5dyz_C,2.865034
4kf2_A,5dyp_C,2.706558
4kf2_A,4key_A,2.788777
4kf2_A,4key_B,2.694087
4kf2_A,4kf2_B,2.647939
4kf2_A,1smj_A,2.882266
4kf2_A,5e9z_A,2.813668
4kf2_A,4hgj_A,2.671467
4kf2_A,5e9z_B,2.778989
4kf2_A,1smj_B,2.859919
4kf2_A,1yqo_A,2.617868
4kf2_A,1yqo_B,2.574959
4key_A,4kf2_B,2.718701
4key_A,4hgh_B,2.859359
4key_A,4hgg_B,2.614946
4key_A,4hgg_A,2.562234
4kf2_A,1yqp_B,2.610664
4kf2_A,4hgi_A,2.790159
4kf2_A,4wg2_B,2.735328
4kf2_A,4hgg_B,2.54137
4kf2_A,4kpb_A,2.592831
4kf2_A,3ben_B,2.869492
4kf2_A,4h23_B,2.701512
4kf2_A,3qi8_A,2.384464
4kf2_A,2hpd_B,2.868274
4kf2_A,3cbd_B,2.877182
4kf2_A,4hgf_B,2.559055
4kf2_A,4duf_A,2.828273
4kf2_A,4due_B,2.709185
4kf2_A,4due_A,2.735724
4kf2_A,4dud_B,2.893165
4kf2_A,1jpz_A,2.921704
4kf2_A,1fah_A,2.808648
4kf2_A,4dud_A,2.79074
4kf2_A,1fag_A,2.921517
4kf2_A,5e9z_C,2.571433
4kf2_A,4duc_B,2.882507
4kf2_A,5dyp_A,2.608499
4kf2_A,4rsn_A,2.85175
4kf2_A,3dgi_B,2.456654
4kf2_A,4duc_A,2.819347
4kf2_A,3ekb_B,2.814478
4kf2_A,3ekd_B,2.600581
4kf2_A,5e9z_D,2.53854
4kf2_A,4dub_B,2.808171
4kf2_A,4dub_A,2.800795
4kf2_A,4dua_B,2.836204
4kf2_A,4dua_A,2.826233
4kf2_A,4du2_B,2.700178
4kf2_A,4du2_A,2.694053
4kf2_A,4dtz_B,2.779011
4kf2_A,4dtz_A,2.766246
4kf2_A,3ekf_B,2.786846
4kf2_A,4dty_B,2.777846
4kf2_A,4dty_A,2.77913
4kf2_A,4dtw_B,2.857436
4kf2_A,4dtw_A,2.792214
4kf2_A,3psx_B,2.310993
1zcz_B,1zcz_A,1.664326
3eo3_A,2yhy_A,0.602037
5dvf_A,5dvj_A,1.486872
5dvi_A,5dvf_A,1.471629
1bnc_A,1dv2_B,1.448961
1bnc_A,1dv2_A,1.482852
2cgh_A,2cgh_B,0.334985
1bib_A,2ewn_B,0.607598
2ewn_A,1bib_A,0.618827
2hhj_A,2hhj_B,0.619209
3nfy_A,2hhj_A,0.59578
3nfy_A,1t8p_A,0.54918
2h4z_A,2h4z_B,0.63304
2h4x_A,2h4x_B,0.59696
2h4z_B,3nfy_B,0.571033
2h4x_B,3nfy_B,0.598765
2h4z_A,3nfy_A,0.576863
2h4x_A,3nfy_A,0.57742
3v0a_A,3v0c_A,13.40117
1jsy_A,4jqi_A,1.375656
1h8h_D,1h8h_E,2.053382
1e79_G,1h8e_G,0.633909
1h8e_A,1h8e_B,2.398452
1bmf_D,1bmf_F,2.02195
1bmf_A,1bmf_B,2.648846
1bmf_E,1bmf_F,2.049818
1h8h_A,1h8h_B,2.547441
1e1q_G,1h8e_G,0.409504
1h8h_C,1h8e_A,2.547527
1bmf_D,1bmf_E,2.074075
1e1q_A,1e79_A,2.702491
1e79_A,1e79_B,2.757587
1bmf_D,1h8e_E,1.936272
1bmf_A,1e79_A,2.664944
1h8h_E,1h8e_E,1.894218
1e1q_G,1e79_G,0.424776
1h8h_G,1h8e_G,0.384376
1bmf_E,1h8e_E,1.850932
1h8h_E,1h8h_F,2.01231
1h8h_E,1mab_B,2.00019
1bmf_E,1h8e_D,2.056481
1bmf_D,1h8e_F,2.004107
5uja_A,5uj9_A,28.892247
1uwh_A,1uwh_B,0.609749
3c4d_A,3c4d_B,
1uwh_A,3c4c_A,0.592089
3c4c_A,3c4c_B,0.526243
1wwb_X,1bwn_B,0.10884
3mxf_A,3p5o_A,0.203398
1knv_A,1knv_B,0.880204
1sdo_A,1vrr_A,0.268939
3drx_A,3dry_A,0.185977
2b39_A,2b39_B,
4apx_A,2whv_A,0.43107
4apx_A,2wcp_A,0.452885
6jgw_A,6jgx_A,0.225584
1kyw_C,1kyw_F,1.296548
4pgh_C,4pgg_A,1.272646
3p9c_A,3p9i_C,1.272555
4pgg_A,4pgg_B,1.3183
1g6o_B,1nlz_B,0.687832
1nlz_A,1nlz_B,0.691548
1nlz_A,1nlz_F,0.688893
1nlz_A,1nlz_E,0.688853
1nlz_A,1nlz_D,0.704074
1nlz_A,1nlz_C,0.588843
1g6o_A,1nlz_A,0.732715
1nlz_A,1opx_A,0.744358
1nlz_B,1opx_A,0.690106
1nlz_A,1opx_B,0.785592
1nlz_A,1nly_B,0.798155
4icb_A,1ht9_A,0.0744
4icb_,1ht9_A,
2v7o_A,2vn9_A,0.818071
2fy8_A,2fy8_B,0.39308
2fy8_G,2fy8_H,0.39776
2fy8_A,2aem_A,0.409146
2fy8_A,2aej_A,0.415646
2fy8_B,2aej_A,0.398153
2aef_A,2fy8_C,0.392016
2fy8_A,2fy8_H,0.398599
2aef_A,2fy8_B,0.383275
2fy8_B,2fy8_H,0.417047
2aef_A,2fy8_A,0.382826
2aej_B,2aef_B,0.419031
2aej_A,2aef_B,0.412056
2fy8_A,3rbz_A,0.546675
2aem_A,2aej_A,0.421553
2fy8_A,2fy8_G,0.402898
2fy8_H,2aem_A,0.41981
3otg_A,3oth_A,1.364769
5k8q_A,2fot_A,0.168484
1qx5_Y,1cll_A,0.262421
1qx5_R,1cll_A,0.268622
1g4y_R,2bcx_A,0.206986
1cdm_A,1prw_A,0.205968
1k90_D,1ooj_A,0.248375
1a29_A,1ahr_A,0.263849
1cll_A,1k93_F,0.248377
4djc_A,1cll_A,0.281261
1g4y_R,1k90_D,0.249511
1cll_A,3bxl_A,0.254595
1cll_A,5j8h_A,0.3102
1cll_A,1sy9_A,0.326089
3cln_A,1qs7_A,0.301225
3cln_A,1lin_A,0.303363
3cln_A,1prw_A,0.316294
1cll_A,1cfd_A,0.260462
5k8q_A,1cdl_A,0.267769
5sy1_C,1cdl_A,0.271355
5sy1_C,5k8q_A,0.295778
5k8q_A,4zlk_B,0.160734
5k8q_A,6b8l_F,0.276891
5k8q_A,3evr_A,0.278785
5k8q_A,2f3y_A,0.248053
5k8q_A,1y6w_A,0.243383
5k8q_A,2bcx_A,0.210455
5k8q_A,1iwq_A,0.244991
5k8q_A,1l7z_A,0.194435
5k8q_A,1mxe_B,0.257357
5k8q_A,1nwd_A,0.234038
5k8q_A,1sy9_A,0.242916
5k8q_A,1xfw_O,0.21387
5k8q_A,1yr5_A,0.239795
5k8q_A,6v00_K,0.223364
5k8q_A,2o60_A,0.228301
5k8q_A,2wel_D,0.221084
5k8q_A,3dve_A,0.190439
5k8q_A,3dvm_A,0.18366
5k8q_A,3g43_D,0.206333
5k8q_A,3gof_B,0.207633
5k8q_A,4ehq_A,0.206838
5k8q_A,4m1l_A,0.212323
5sy1_C,2bbm_A,0.274846
5k8q_A,6e2f_E,0.193495
5k8q_A,2m0j_A,0.200416
5k8q_A,4djc_A,0.233696
5k8q_A,3wfn_B,0.256073
5k8q_A,4jpz_I,0.220023
1mxe_A,1mxe_B,0.278318
5k8q_A,4umo_D,0.21362
5k8q_A,4jpz_C,0.223685
5k8q_A,6b8l_B,0.212513
5k8q_A,3evv_A,0.276701
5k8q_A,1niw_E,0.183944
5k8q_A,2be6_A,0.198468
5k8q_A,1cm1_A,0.213127
5k8q_A,1xfv_O,0.207717
5k8q_A,2bki_B,0.207132
5k8q_A,2f2o_B,0.230461
5k8q_A,2l7l_A,0.24476
5k8q_A,3dvk_A,0.226115
5k8q_A,3g43_B,0.236293
5k8q_A,3gp2_A,0.237703
1cll_A,1a29_A,0.241666
5k8q_A,3hr4_F,0.225755
5k8q_A,4upu_A,0.204768
5k8q_A,6e2g_E,0.211254
5sy1_C,2vas_B,0.228987
5sy1_C,2wel_D,0.276347
5sy1_C,2x51_B,0.294611
5sy1_C,3wfn_B,0.299132
5sy1_C,3wfn_C,0.292371
5sy1_C,6cnm_H,0.089641
5k8q_A,2l53_A,0.190089
5k8q_A,4dck_B,0.196427
5k8q_A,6v00_B,0.206392
5k8q_A,4jq0_C,0.218412
5k8q_A,6b8l_H,0.20949
5k8q_A,6b8q_B,0.225602
5k8q_A,3sg6_A,0.230622
5k8q_A,2f2o_A,0.237691
5k8q_A,2ix7_A,0.200473
5k8q_A,1cdm_A,0.162834
5k8q_A,1cff_A,0.231325
5k8q_A,1ckk_A,0.229839
5k8q_A,1iq5_A,0.226332
5k8q_A,1wrz_A,0.245249
5k8q_A,1xfu_O,0.220659
5k8q_A,1y0v_H,0.217719
5k8q_A,1zuz_A,0.219648
5k8q_A,2bbm_A,0.219864
5k8q_A,2hqw_A,0.170457
5k8q_A,2m55_A,0.224678
5k8q_A,3bxl_A,0.220979
5k8q_A,3bya_A,0.166875
5k8q_A,5j8h_A,0.231368
1up5_A,1up5_B,0.253499
5k8q_A,5k7l_B,0.196812
5k8q_A,6hr1_B,0.265224
5k8q_A,6sz5_A,0.203813
5sy1_C,2bbn_A,0.260779
5sy1_C,3gn4_B,0.257672
5sy1_C,3wfn_D,0.199079
5sy1_C,4anj_B,0.186122
5sy1_C,4cln_A,0.265812
5sy1_C,4ehq_A,0.257313
5sy1_C,4zlk_B,0.195199
5sy1_C,3dve_A,0.217758
5k8q_A,6feg_B,0.20996
5k8q_A,6uzz_H,0.200262
5k8q_A,6uzz_D,0.205455
5k8q_A,5vms_B,0.192269
5k8q_A,4umo_C,0.203679
5k8q_A,6b8q_D,0.217215
5k8q_A,1niw_A,0.197068
5k8q_A,1xfx_O,0.170657
5k8q_A,1xfz_O,0.210207
6o20_F,2fot_A,0.183984
5k8q_A,2kdu_A,0.207359
5k8q_A,2kne_A,0.214767
5k8q_A,2x0g_B,0.163086
5k8q_A,2ygg_B,0.21771
5k8q_A,3ewt_A,0.223414
5k8q_A,3sui_A,0.236614
5k8q_A,4hex_B,0.194787
5k8q_A,6b8l_D,0.222505
5k8q_A,6b8q_H,0.227492
5k8q_A,6uzz_B,0.195934
5sy1_C,3hr4_B,0.275005
5k8q_A,3gof_A,0.219332
5k8q_A,6cnn_E,0.224825
5k8q_A,6cno_E,0.22602
5sy1_C,2hqw_A,0.208318
5sy1_C,4m1l_A,0.263373
5sy1_C,3hr4_D,0.293604
5sy1_C,3g43_C,0.249036
3dvm_A,3bya_A,0.177165
3dvm_A,2wel_D,0.225565
2o5g_A,5k8q_A,0.225397
3dvm_A,4ehq_A,0.208263
6y4o_A,5k8q_A,0.186669
2l53_A,4dck_B,0.20024
4q5u_A,5k8q_A,0.222822
5k8q_A,6mue_A,0.195698
1cll_A,1cdl_A,0.241167
2o60_A,1k90_E,0.256074
1cll_A,1cm1_A,0.236002
1cll_A,1qiw_A,0.253176
1cll_A,1qiv_A,0.245733
1cll_A,1xa5_A,0.221286
1cll_A,3g43_D,0.248066
1cll_A,2dfs_G,0.189294
1cll_A,3gn4_D,0.23404
1cll_A,3ewv_A,0.217535
1cll_A,3ewt_A,0.234565
1cll_A,3dvk_A,0.236595
1cll_A,3dve_A,0.207257
1cll_A,2wel_D,0.24685
1cll_A,2ix7_A,0.23069
1cll_A,2hqw_A,0.197628
1cll_A,2fot_A,0.177158
1cll_A,2f3y_A,0.273402
1cll_A,2dfs_E,0.190507
1cll_A,2dfs_B,0.210686
1cll_A,2bki_B,0.253657
1cll_A,2bkh_B,0.194604
1cll_A,2be6_A,0.225917
1cll_A,1niw_A,0.207325
1cll_A,1mxe_B,0.248466
1cll_A,1a29_,
1cll_A,1xfu_O,0.242405
1cll_A,1g4y_R,0.225978
1cll_A,3g43_C,0.238756
1cll_A,3hr4_B,0.248248
1cll_A,3gn4_B,0.229755
1cll_A,3g43_B,0.284698
1cll_A,3dvm_A,0.204282
1cll_A,2vay_A,0.255657
1cll_A,2vas_B,0.199027
1cll_A,2o60_A,0.250592
1cll_A,2ix7_B,0.20707
1cll_A,2dfs_F,0.19961
1cll_A,2dfs_D,0.195156
1cll_A,2dfs_C,0.192458
1cll_A,2bcx_A,0.214484
1cll_A,1yr5_A,0.246586
1cll_A,1wrz_A,0.258537
1cll_A,1qtx_A,0.245903
1cll_A,1iwq_A,0.195539
1cll_A,1iq5_A,0.243573
1cll_A,1cdm_A,0.182415
5k8q_A,5sy1_D,0.222836
1cm1_A,1g4y_R,0.212923
1mxe_A,1ooj_A,0.245205
1y6w_A,1wrz_A,0.222762
1ooj_A,1qx5_B,0.247012
1ooj_A,1qx5_T,0.246309
3i79_A,3hx4_A,2.50443
3i79_A,3n51_A,2.424185
3i79_A,3i7c_A,2.381401
2f2o_A,1up5_A,0.260495
2f2o_B,1up5_A,0.268544
1xfv_A,1k90_A,3.49102
1k8t_A,1k93_A,1.869265
1k8t_A,1k90_A,1.912618
1k8t_A,1k93_C,1.973259
1k8t_A,1k93_B,1.767298
1cll_,1cdl_A,
1cdl_A,1exr_A,0.254116
1cdl_A,2f2o_A,0.249109
1cdl_A,1cdm_A,0.175194
3lst_B,3lst_A,1.00496
2g8j_A,1tl9_A,0.715401
1u5i_A,2ary_A,1.293079
2p0r_A,1ziv_A,0.638793
1ziv_A,2ary_A,0.674413
1bx6_,1fot_A,
1cdk_A,1ctp_E,0.809144
1stc_E,1cdk_A,0.810858
1bkx_A,1ctp_E,0.82064
1ctp_E,2cpk_E,0.775477
1j3h_B,1bkx_A,0.785978
1j3h_B,1atp_E,0.756986
1rdq_E,1j3h_A,0.751625
1j3h_A,4dh3_A,0.760394
1u7e_A,1j3h_A,
1j3h_A,1cdk_A,0.745539
1j3h_A,1bkx_A,0.807261
1j3h_A,1l3r_E,0.752398
1atp_E,2qvs_E,0.769241
1atp_E,1cmk_E,0.816501
1atp_E,1ctp_E,0.796718
1atp_E,1j3h_A,0.775211
1rgs_A,2qcs_B,0.635064
2qcs_B,1rgs_A,0.639852
3l61_A,3l63_A,2.052996
5xra_A,5tgz_A,2.741519
5u09_A,7fee_A,3.665452
3ojl_A,3ojl_B,1.344656
3ojo_A,3ojo_B,1.352457
1ihm_A,1ihm_C,2.95702
1ihm_B,1ihm_C,3.146269
1ihm_A,1ihm_B,3.242683
1e6j_P,3h47_A,0.654595
3w1v_A,3vvc_A,0.824338
4jz7_C,4jz9_C,0.681013
4jz7_D,4jz9_D,0.705446
1bxr_A,1a9x_A,10.005873
1a9x_A,1bxr_C,9.847112
1bxr_A,1a9x_C,10.025476
1bxr_A,1c30_A,9.914177
1bxr_A,1c30_C,9.995275
4kp8_A,4ht2_B,0.636367
4gl1_X,4lp7_B,0.468092
1oao_C,1oao_D,4.84574
1mjg_A,1suf_A,4.666329
1qz3_A,1u4n_A,0.815746
1k9a_C,1k9a_A,1.411801
8h4z_A,8h52_A,1.077649
1tw2_A,1tw2_B,1.211315
1tw3_A,1tw3_B,1.187843
5jr3_A,5jr3_C,1.264953
5jr3_B,5jr3_C,1.237402
1jam_A,1lp4_A,1.028294
1jam_A,2oxy_A,1.024732
1jam_A,1zoh_A,1.028563
3fwe_A,1g6n_A,0.308269
2wc2_A,1j59_A,0.325841
1g6n_A,1g6n_B,0.330722
1g6n_A,1hw5_A,0.351006
1i6x_B,1zrd_B,0.345831
1g6n_B,1hw5_B,0.343739
2nqd_B,2h7w_A,0.170108
1glo_A,1al7_,
1glo_A,1al7_,
1hng_A,1cdc_A,0.158771
1hnf_,1hng_A,
1ygr_A,1ygr_B,2.245157
1lgp_A,1lgq_A,0.104431
3wqu_C,3wqu_D,0.910162
3wqt_A,3wqt_D,0.771427
3wt0_A,3wt0_B,0.981972
1e4f_T,1e4g_T,0.988902
3wt0_A,3wt0_D,0.983095
3wt0_A,3wt0_C,0.978752
3wqt_A,3wqt_B,0.733768
4a2a_A,4a2a_B,0.910547
2cea_F,2cea_D,2.118064
2cea_C,2cea_D,2.181673
3kds_E,2ce7_B,2.199194
3voa_A,1w5a_A,1.019969
5mn5_A,5mn4_A,0.880334
3voa_A,3wgk_A,0.953344
5mn4_A,5mn8_A,0.917666
5h5g_A,5h5g_B,0.922681
5h5g_A,5zue_A,0.928091
3voa_A,3vpa_C,0.873541
5h5g_B,3voa_A,0.915574
3voa_A,2rhl_A,0.89885
5h5g_A,2rhl_B,0.946719
3voa_A,2vxy_A,0.936898
5h5i_A,5h5h_A,0.905981
6umk_A,5h5h_A,0.843311
3voa_A,3vo9_A,0.768457
3wgm_A,3wgl_A,0.970831
3voa_A,3wgl_A,0.930292
1pxn_A,1aq1_,
1vyw_A,1aq1_,
2exm_A,1aq1_,
1fq1_B,1jsu_A,0.726338
2b54_A,1fq1_B,0.843581
1fq1_B,1b39_A,0.750433
2exm_A,1fq1_B,0.82552
2exm_A,1qmz_A,0.76515
2bts_A,1pf8_A,0.596681
2b54_A,1qmz_A,0.779573
5nz7_A,5nz8_A,5.879385
4ku7_A,4ku8_A,0.124802
5nro_A,2kho_A,2.686405
1dkg_D,3hsc_A,1.077709
2kho_A,4b9q_A,2.584693
2ioq_B,2cg9_B,3.344914
1kx8_A,1n8v_B,0.225131
1i58_A,1b3q_A,0.472896
1bc5_A,1af7_A,0.725126
4mbs_A,4mbs_B,2.149139
6aky_A,5uiw_A,2.173418
6aky_A,6gpx_A,1.703929
4mbs_A,6aky_A,2.15497
